"qa_pair_id","question","correct_answer","model_output","exact_match","conflict_type","new_fact_seq","new_fact_text","new_fact_retrieved","new_fact_rank","new_fact_ppr","old_fact_seq","old_fact_text","old_answer","old_fact_retrieved","old_fact_rank","old_fact_ppr","update_gap","ppr_favors","fail_reason","p1_summary","p2_summary","p3_summary","p4_summary","p5_summary","p6_summary","p7_summary","p8_summary","p9_summary","p10_summary"
"factconsolidation_sh_6k_no53","Which religion is Imelda Marcos affiliated with?","atheism","atheism.","True","has_pair","374","Imelda Marcos is affiliated with the religion of atheism.","True","2","0.027994","248","Imelda Marcos is affiliated with the religion of Catholicism.","Catholicism","True","1","0.044884","126","old_higher_ppr","","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country...","Here is a list of facts: 0. Thomas Kyd was born in the city of London. 1. The chairperson of Fatah is Mahmoud Abbas. 2. Amy Winehouse died in the city of Camden Town. 3. Hines Ward plays the position ...","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ...","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","Mario Puzo is famous for The Godfather. 113. London is located in the continent of Europe. 114. The headquarters of University of California, Berkeley is located in the city of Botevgrad. 115. The nam...","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou..."
"factconsolidation_sh_6k_no54","What type of music does Dana International play?","Australian hip hop","Australian hip hop.","True","has_pair","281","The type of music that Dana International plays is Australian hip hop.","True","2","0.033089","243","The type of music that Dana International plays is pop music.","pop music","True","1","0.064253","38","old_higher_ppr","","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country...","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ...","Australia is located in the continent of Oceania. 76. The author of The Birth of Tragedy is Friedrich Nietzsche. 77. The author of The Birth of Tragedy is Stephen Crane. 78. placekicker is associated ...","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","Mario Puzo is famous for The Godfather. 113. London is located in the continent of Europe. 114. The headquarters of University of California, Berkeley is located in the city of Botevgrad. 115. The nam..."
"factconsolidation_sh_6k_no55","What is the country of citizenship of Sable?","Czech Republic","United States of America.","False","has_pair","299","Sable is a citizen of Czech Republic.","True","1","0.059089","244","Sable is a citizen of United States of America.","United States of America","True","3","0.035489","55","new_higher_ppr","older_fact","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou...","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","Here is a list of facts: 0. Thomas Kyd was born in the city of London. 1. The chairperson of Fatah is Mahmoud Abbas. 2. Amy Winehouse died in the city of Camden Town. 3. Hines Ward plays the position ...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country...","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ...","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","Australia is located in the continent of Oceania. 76. The author of The Birth of Tragedy is Friedrich Nietzsche. 77. The author of The Birth of Tragedy is Stephen Crane. 78. placekicker is associated ..."
"factconsolidation_sh_6k_no56","Which country was Charlie Hebdo created in?","Italy","Italy","True","has_pair","358","Charlie Hebdo was created in the country of Italy.","True","2","0.046191","155","Charlie Hebdo was created in the country of France.","France","True","1","0.049936","203","old_higher_ppr","","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou...","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ...","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","Here is a list of facts: 0. Thomas Kyd was born in the city of London. 1. The chairperson of Fatah is Mahmoud Abbas. 2. Amy Winehouse died in the city of Camden Town. 3. Hines Ward plays the position ...","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","Australia is located in the continent of Oceania. 76. The author of The Birth of Tragedy is Friedrich Nietzsche. 77. The author of The Birth of Tragedy is Stephen Crane. 78. placekicker is associated ..."
"factconsolidation_sh_6k_no57","Who is Elvis Presley married to?","Charles the Bold","Priscilla Presley.","False","has_pair","139","Elvis Presley is married to Charles the Bold.","True","1","0.06059","120","Elvis Presley is married to Priscilla Presley.","Priscilla Presley","True","1","0.06059","19","same_passage","older_fact","Mario Puzo is famous for The Godfather. 113. London is located in the continent of Europe. 114. The headquarters of University of California, Berkeley is located in the city of Botevgrad. 115. The nam...","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country...","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou..."
"factconsolidation_sh_6k_no58","Who performed Hermione Granger?","Kylie Minogue","Kylie Minogue.","True","has_pair","425","Hermione Granger was performed by Kylie Minogue.","True","2","0.031629","413","Hermione Granger was performed by Emma Watson.","Emma Watson","True","1","0.072374","12","old_higher_ppr","","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou...","Australia is located in the continent of Oceania. 76. The author of The Birth of Tragedy is Friedrich Nietzsche. 77. The author of The Birth of Tragedy is Stephen Crane. 78. placekicker is associated ...","Mario Puzo is famous for The Godfather. 113. London is located in the continent of Europe. 114. The headquarters of University of California, Berkeley is located in the city of Botevgrad. 115. The nam...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country..."
"factconsolidation_sh_6k_no59","Which sport is Bo Ryan associated with?","association football","association football","True","has_pair","346","Bo Ryan is associated with the sport of association football.","True","2","0.038257","194","Bo Ryan is associated with the sport of basketball.","basketball","True","1","0.052066","152","old_higher_ppr","","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ...","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","Australia is located in the continent of Oceania. 76. The author of The Birth of Tragedy is Friedrich Nietzsche. 77. The author of The Birth of Tragedy is Stephen Crane. 78. placekicker is associated ...","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","Mario Puzo is famous for The Godfather. 113. London is located in the continent of Europe. 114. The headquarters of University of California, Berkeley is located in the city of Botevgrad. 115. The nam..."
"factconsolidation_sh_6k_no60","What type of music does John McVie play?","rap rock","rock music.","False","has_pair","415","The type of music that John McVie plays is rap rock.","True","1","0.070215","90","The type of music that John McVie plays is rock music.","rock music","True","1","0.070215","325","same_passage","older_fact","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","Australia is located in the continent of Oceania. 76. The author of The Birth of Tragedy is Friedrich Nietzsche. 77. The author of The Birth of Tragedy is Stephen Crane. 78. placekicker is associated ...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ...","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","189. Hugh Hefner is famous for The Vampyre. 1[OLD]90. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church wa..."
"factconsolidation_sh_6k_no61","What position does Rogério Ceni play?","flanker","goalkeeper.","False","has_pair","434","Rogério Ceni plays the position of flanker.","True","1","0.065888","6","Rogério Ceni plays the position of goalkeeper.","goalkeeper","True","1","0.065888","428","same_passage","older_fact","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","Here is a list of facts: 0. Thomas Kyd was born in the city of London. 1. The chairperson of Fatah is Mahmoud Abbas. 2. Amy Winehouse died in the city of Camden Town. 3. Hines Ward plays the position ...","The author of The Witcher is T. S. Eliot. 30[OLD]6. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of associat...","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou...","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","Australia is located in the continent of Oceania. 7[OLD]6. The author of The Birth of Tragedy is Friedrich Nietzsche. 77. The author of The Birth of Tragedy is Stephen Crane. 78. placekicker is associ...","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country...","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ..."
"factconsolidation_sh_6k_no62","Who is the chief executive officer of Twitter?","Bernard Arnault","Bernard Arnault","True","has_pair","275","The chief executive officer of Twitter is Bernard Arnault.","True","2","0.042484","109","The chief executive officer of Twitter is Jack Dorsey.","Jack Dorsey","True","1","0.063335","166","old_higher_ppr","","Australia is located in the continent of Oceania. 76. The author of The Birth of Tragedy is Friedrich Nietzsche. 77. The author of The Birth of Tragedy is Stephen Crane. 78. placekicker is associated ...","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","Mario Puzo is famous for The Godfather. 113. London is located in the continent of Europe. 114. The headquarters of University of California, Berkeley is located in the city of Botevgrad. 115. The nam...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country...","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou...","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ...","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f..."
"factconsolidation_sh_6k_no63","What language does Kylie Minogue speak?","German","English","False","has_pair","157","Kylie Minogue speaks the language of German.","True","1","0.038142","122","Kylie Minogue speaks the language of English.","English","True","3","0.031064","35","new_higher_ppr","older_fact","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","Mario Puzo is famous for The Godfather. 113. London is located in the continent of Europe. 114. The headquarters of University of California, Berkeley is located in the city of Botevgrad. 115. The nam...","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou...","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","Australia is located in the continent of Oceania. 76. The author of The Birth of Tragedy is Friedrich Nietzsche. 77. The author of The Birth of Tragedy is Stephen Crane. 78. placekicker is associated ...","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country..."
"factconsolidation_sh_6k_no64","Which sport is Darryl Strawberry associated with?","baseball","baseball.","True","no_conflict_pair","213","Darryl Strawberry is associated with the sport of baseball.","True","1","0.081638","","","United States of America","False","","","","no_pair","","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou...","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country...","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ...","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","Here is a list of facts: 0. Thomas Kyd was born in the city of London. 1. The chairperson of Fatah is Mahmoud Abbas. 2. Amy Winehouse died in the city of Camden Town. 3. Hines Ward plays the position ...","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","Australia is located in the continent of Oceania. 76. The author of The Birth of Tragedy is Friedrich Nietzsche. 77. The author of The Birth of Tragedy is Stephen Crane. 78. placekicker is associated ..."
"factconsolidation_sh_6k_no65","Which sport is placekicker associated with?","rugby","American football.","False","has_pair","321","placekicker is associated with the sport of rugby.","True","1","0.049031","78","placekicker is associated with the sport of American football.","American football","True","3","0.029371","243","new_higher_ppr","older_fact","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","Australia is located in the continent of Oceania. 76. The author of The Birth of Tragedy is Friedrich Nietzsche. 77. The author of The Birth of Tragedy is Stephen Crane. [OLD]78. placekicker is associ...","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ...","Here is a list of facts: 0. Thomas Kyd was born in the city of London. 1. The chairperson of Fatah is Mahmoud Abbas. 2. Amy Winehouse died in the city of Camden Town. 3. Hines Ward plays the position ...","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou..."
"factconsolidation_sh_6k_no66","What kind of work does Stephen McNeil do?","journalist","politician.","False","has_pair","320","Stephen McNeil works in the field of journalist.","True","1","0.049253","152","Stephen McNeil works in the field of politician.","politician","True","3","0.020204","168","new_higher_ppr","older_fact","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. [OLD]152. Stephen McNeil w...","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ...","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","Mario Puzo is famous for The Godfather. 113. London is located in the continent of Europe. 114. The headquarters of University of California, Berkeley is located in the city of Botevgrad. 115. The nam...","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country...","Australia is located in the continent of Oceania. 76. The author of The Birth of Tragedy is Friedrich Nietzsche. 77. The author of The Birth of Tragedy is Stephen Crane. 78. placekicker is associated ...","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou..."
